Text,Cluster
Employee had a 360 hood magnet in the truck bed but indicated he never uses it. I provided him another door magnet and advised him he is required to use a reminder device before he moves the vehicle.,0
"Crown arrived on site and had no documentation ( WSHP, THA, etc. ), Certified crane services employees were not wearing z87 safety glasses as required. After having a discussion with [NAME] he managed to obtain the required documentation, we had a meeting the prior week regarding the required documentation before commencing any work onsite.",0
Employees recognized potential for overexertion injury due to the lifting that would be required on the task and asked for help with lifting blades into position.,0
"[NAME]. Had loaded buggy in store room and pushed it out on dock started loaded material onto trucks without any PPE on, Coached crew members that PPE is required when handling materials and when loading buggy",0
"Manufacture [NAME]; Sleeve buttons, straps, and harnesses are required to wear rubber insulating sleeves properly. Four buttons are required per pair of sleeves. Two straps are required per pair of sleeves. One harness is required per pair of sleeves. One crew member was seen with only one strap. [NAME] stopped the job and fixed the situation.",0
"The Truck Load / Unload Form Was Completed [NAME] To The Unloading Of The Regulators From The Haul Truck, The [NAME] However Did Not Review The Truck Load / Unload Checklist As Required [NAME] To The Start Of Unloading The Regulators, [NAME] Members Did Not [NAME] The Load Riggings [NAME] The Removing The Chain Binders And Chain Riggings, [NAME] Did Not Complete A 360 [NAME] Around To Insure The Load Was Stable And The Wheel Chocks Were Provided As Required.",0
Contractor has not provided and construction warning signs throughout the site as required per the contractor safety handbook. Please refer to your contractor safety handbook on page 73 - 10. 19.,0
"Rebriefing occurred, but it was inadequate Grounds were removed and the decision was made to wear class 2 gloves. No sleeves, barricade, fire extinguisher, hoses or blankets used as required per policy.",0
"The weights of some of the items stored on the floor are not known, however some items do have the required weight identification labeling accompanying them.",0
Truck driver hauling material didnt have all ppe required. Discussed with contractor about safety policy and procedures for everyone on site.,0
